flt,act_rate
0,0.07430790734213333
1,0.13584815695818328
2,0.0
3,0.2420426547193641
4,0.1333748166868717
5,0.18207902801065112
6,0.0
7,0.06625741271942928
8,0.06680556832919951
9,0.6353158210151567
10,0.0
11,0.06612014517631831
12,0.1065932622036371
13,0.05020294901565544
14,0.03753201951945823
15,0.18489308444893351
16,1.0
17,0.10684993686343036
18,0.0
19,0.11293889106872257
20,0.09488978506960866
21,0.7036644001838437
22,0.05958216337336427
23,0.0
24,0.0600349172470436
25,0.0970447214798392
26,0.4275650641049479
27,0.5102151964459459
28,0.5845302313302385
29,0.03911470423889671
30,0.22680690223019662
31,0.21385785875995944
32,0.0
33,0.0796710313527806
34,0.12163131798790891
35,0.07319774163184224
36,0.38895724677996846
37,0.07603278766140369
38,0.0
39,0.0
40,0.0
41,0.2976596446998085
42,0.37496111219044626
43,0.07433534422234328
44,0.0
45,0.04488815321769754
46,0.20445571608927074
47,0.040916649690569434
48,0.01534490762282093
49,0.0
50,0.0
51,0.0
52,0.1057602845671585
53,0.49782621301697505
54,0.0
55,0.2147633816240565
56,0.6003254694246128
57,0.03883934906961615
58,0.0
59,0.059491156828965414
60,0.0
61,0.0
62,0.0
63,0.03604136550344574
