x,y,0,1,2,3,4,5,6,7,8,9
0,0,106,105,121,122,123,107,90,91,104,120
0,1,106,105,122,121,123,107,91,90,124,104
0,2,106,105,122,121,123,91,107,90,124,104
0,3,106,105,122,121,91,123,107,90,124,104
0,4,106,105,122,91,121,107,90,123,104,124
0,5,106,105,91,122,107,121,123,90,124,104
0,6,106,105,91,122,107,90,121,123,124,104
0,7,106,91,105,107,90,122,123,121,124,75
0,8,106,91,105,107,90,123,122,121,124,75
0,9,106,91,105,107,90,122,123,121,92,124
0,10,106,105,91,90,107,122,123,121,124,104
0,11,106,105,91,90,107,122,123,121,124,92
0,12,106,91,105,90,107,122,123,121,89,104
0,13,106,91,105,107,90,122,123,121,104,92
0,14,106,91,105,107,90,123,122,121,89,104
0,15,106,91,105,107,90,123,122,121,124,92
0,16,106,91,105,107,90,123,122,124,121,104
0,17,106,91,107,105,123,90,122,124,92,121
0,18,106,91,107,105,123,90,122,124,92,121
0,19,106,91,107,123,105,122,124,90,92,121
0,20,106,123,91,107,122,105,124,90,92,121
0,21,106,123,107,122,105,91,124,92,90,121
0,22,106,123,107,105,124,122,91,108,104,92
0,23,106,105,107,123,124,122,91,104,108,92
0,24,106,105,123,107,122,91,124,104,92,108
0,25,106,123,105,122,107,91,104,124,121,90
0,26,123,122,105,106,107,104,124,121,91,140
0,27,105,106,123,122,104,107,124,121,89,90
0,28,105,104,106,89,122,88,107,123,90,121
0,29,105,104,106,89,122,88,107,121,90,123
0,30,105,104,106,89,88,122,107,90,121,103
0,31,105,104,106,89,88,107,122,103,90,121
0,32,105,104,106,88,89,107,122,103,90,121
0,33,105,104,106,88,89,103,107,122,90,123
0,34,105,104,106,107,122,121,103,89,123,88
0,35,105,104,106,121,122,123,107,120,103,124
0,36,105,106,121,104,122,123,107,120,91,124
0,37,105,106,104,107,91,122,123,121,90,89
0,38,105,106,91,107,104,90,122,92,121,89
0,39,106,91,105,107,90,92,104,122,123,89
0,40,106,91,105,107,90,122,123,121,104,124
0,41,106,91,105,107,90,122,123,121,124,104
0,42,106,91,107,90,105,123,92,122,124,121
0,43,91,106,107,105,90,123,92,122,121,124
0,44,91,106,107,90,105,92,123,75,122,124
0,45,106,91,107,105,90,123,122,124,92,121
0,46,106,91,107,105,90,123,122,124,121,92
0,47,106,91,107,105,123,90,122,124,121,104
0,48,106,91,107,105,90,123,122,124,121,104
0,49,106,91,105,107,123,90,122,124,121,104
0,50,106,91,107,105,90,123,122,121,124,92
0,51,106,91,107,105,90,123,122,124,121,92
0,52,106,91,107,105,90,92,123,124,108,122
0,53,91,107,106,92,105,90,123,108,124,76
0,54,91,107,106,92,105,124,108,123,90,76
0,55,107,91,106,92,123,124,105,108,122,90
1,0,106,105,121,122,123,90,107,104,91,120
1,1,106,105,122,121,123,107,90,91,124,104
1,2,106,105,122,121,123,90,91,107,104,89
1,3,106,105,122,123,107,91,121,90,124,104
1,4,106,105,122,123,90,121,91,107,104,89
1,5,106,105,123,122,91,107,90,121,124,104
1,6,106,105,122,123,90,91,107,121,104,89
1,7,106,105,91,90,107,123,122,121,124,104
1,8,106,105,91,90,107,123,122,121,124,89
1,9,106,105,91,90,107,123,122,121,124,89
1,10,106,105,90,91,107,123,122,121,89,124
1,11,106,105,91,90,107,123,122,121,124,89
1,12,106,105,91,90,107,123,122,121,124,89
1,13,106,91,105,90,107,123,122,121,89,104
1,14,106,91,105,90,107,123,122,121,89,124
1,15,106,91,105,107,90,122,123,121,89,104
1,16,106,105,91,107,90,122,123,121,124,104
1,17,106,91,105,107,123,90,122,124,121,104
1,18,106,91,105,107,123,122,90,124,121,89
1,19,106,91,107,105,123,122,90,124,121,92
1,20,106,123,91,105,122,107,90,124,121,92
1,21,106,123,107,105,122,91,124,90,121,92
1,22,106,107,123,105,122,91,124,92,90,104
1,23,106,105,107,91,123,122,92,90,104,124
1,24,106,105,107,91,122,123,90,92,104,124
1,25,106,105,123,122,107,91,90,124,121,92
1,26,106,123,122,105,107,91,124,121,104,90
1,27,105,106,122,123,104,107,91,90,121,124
1,28,105,106,104,122,89,88,107,123,90,91
1,29,105,104,106,89,88,122,107,121,90,123
1,30,105,104,106,89,88,122,107,90,121,123
1,31,105,104,106,89,88,122,107,90,103,121
1,32,105,104,106,89,88,107,122,90,103,123
1,33,105,104,106,89,88,107,122,90,103,123
1,34,105,106,104,107,89,122,88,90,123,121
1,35,105,106,104,107,122,121,123,89,103,90
1,36,105,106,104,107,122,123,121,91,90,89
1,37,106,105,107,104,91,90,122,89,123,121
1,38,106,105,91,107,104,90,92,122,108,123
1,39,91,106,107,105,90,92,104,122,123,89
1,40,106,91,105,107,90,122,123,121,104,92
1,41,106,91,105,107,90,122,123,121,124,104
1,42,106,91,105,107,90,123,122,121,124,104
1,43,106,91,107,105,90,123,122,121,124,92
1,44,106,91,107,105,90,123,122,121,124,92
1,45,106,91,107,105,90,123,122,124,121,92
1,46,106,91,107,105,90,123,122,124,121,92
1,47,106,91,107,105,90,123,122,124,92,121
1,48,106,91,107,105,90,123,122,124,121,92
1,49,106,91,107,105,90,123,122,124,121,89
1,50,106,91,107,105,90,123,122,124,121,104
1,51,106,107,91,105,90,123,124,122,121,92
1,52,91,106,107,90,92,105,123,124,108,122
1,53,91,107,106,92,90,108,105,124,123,76
1,54,91,107,106,92,108,124,123,105,90,76
1,55,91,107,106,92,123,124,105,108,90,76
2,0,106,105,122,121,123,107,104,90,91,124
2,1,106,105,122,123,121,107,91,90,104,124
2,2,106,105,122,121,123,107,90,91,104,124
2,3,106,105,123,122,107,90,91,121,124,104
2,4,106,105,122,121,123,107,90,91,104,124
2,5,106,105,122,123,107,90,121,91,104,124
2,6,106,105,122,107,123,90,91,121,104,124
2,7,106,105,90,91,107,122,123,121,124,104
2,8,106,105,122,90,91,107,123,121,104,89
2,9,106,105,91,90,107,122,123,121,124,89
2,10,106,105,90,91,122,107,123,121,89,104
2,11,106,105,91,90,107,122,123,121,89,124
2,12,106,105,91,90,107,122,123,121,89,104
2,13,106,105,91,90,107,122,123,121,89,104
2,14,106,105,91,90,107,122,123,121,89,104
2,15,106,105,91,107,90,122,123,121,89,124
2,16,106,91,105,107,90,122,123,121,124,89
2,17,106,105,91,107,123,122,90,124,121,89
2,18,106,105,91,107,123,122,90,124,121,89
2,19,106,105,123,91,107,122,90,124,121,89
2,20,106,123,105,122,91,107,90,124,121,89
2,21,106,105,123,122,91,107,90,124,121,92
2,22,106,123,105,122,91,107,90,124,121,104
2,23,106,105,122,123,91,107,90,121,124,104
2,24,106,105,122,123,91,90,107,121,104,89
2,25,106,105,122,123,91,107,121,90,104,124
2,26,106,123,122,105,107,91,124,90,121,104
2,27,106,105,123,122,107,91,90,124,121,104
2,28,105,106,104,122,107,89,90,123,91,88
2,29,105,106,104,89,122,107,90,123,88,121
2,30,105,106,104,89,88,122,90,107,123,121
2,31,105,106,104,89,88,122,107,90,123,121
2,32,105,106,104,89,88,90,107,122,123,121
2,33,105,106,104,89,88,107,90,122,123,103
2,34,105,106,104,107,89,88,90,122,123,103
2,35,105,106,104,107,89,88,90,122,123,103
2,36,105,106,104,107,89,88,90,123,122,91
2,37,106,105,107,104,91,90,108,89,92,123
2,38,106,107,105,91,90,104,92,108,89,123
2,39,91,106,107,105,92,90,104,108,122,89
2,40,106,91,107,105,90,122,92,123,104,121
2,41,106,91,105,107,90,122,123,121,124,104
2,42,106,105,91,107,90,122,123,121,124,104
2,43,106,91,105,107,90,123,122,121,124,104
2,44,106,91,105,107,90,122,123,121,124,104
2,45,106,91,107,105,90,123,122,121,124,104
2,46,106,91,107,105,90,123,122,124,92,121
2,47,106,91,107,105,90,123,124,122,92,121
2,48,106,91,107,90,105,123,122,124,92,121
2,49,106,91,107,105,90,123,124,122,92,121
2,50,106,107,91,105,90,123,122,124,92,121
2,51,106,107,91,105,90,123,124,122,92,108
2,52,91,107,106,92,90,105,123,124,108,122
2,53,91,107,106,92,108,90,105,124,123,76
2,54,91,107,106,92,90,105,124,123,108,76
2,55,91,107,106,92,123,105,124,90,108,122
3,0,106,105,122,121,123,90,107,104,91,89
3,1,106,105,122,123,121,107,91,90,124,104
3,2,106,105,122,123,121,107,90,91,104,124
3,3,106,105,123,107,122,90,121,91,124,104
3,4,106,105,123,122,121,90,107,91,104,89
3,5,106,105,123,107,90,122,121,91,104,124
3,6,106,105,123,122,107,121,90,91,104,124
3,7,106,105,107,90,91,123,122,121,124,104
3,8,106,105,90,107,91,122,123,121,104,89
3,9,106,105,90,107,91,123,122,121,124,89
3,10,106,105,91,90,107,123,122,121,89,104
3,11,106,105,91,90,107,122,123,121,124,89
3,12,106,105,91,90,107,122,123,121,89,104
3,13,106,105,91,90,107,122,123,121,89,124
3,14,106,105,91,90,107,122,123,121,89,104
3,15,106,91,105,107,90,123,122,121,124,89
3,16,106,91,107,105,123,90,122,124,121,92
3,17,106,91,107,105,123,122,90,124,121,92
3,18,106,91,107,105,123,122,90,124,121,92
3,19,106,123,105,107,91,122,90,124,121,89
3,20,106,123,105,91,122,107,90,124,121,92
3,21,106,123,107,91,122,105,90,124,92,121
3,22,106,123,122,105,91,107,90,124,121,92
3,23,106,122,123,105,107,91,90,121,124,104
3,24,106,122,105,123,91,107,90,121,124,89
3,25,106,122,105,123,107,91,121,90,124,104
3,26,106,123,122,105,107,121,91,124,90,140
3,27,106,123,105,122,107,124,91,90,121,104
3,28,105,106,123,122,107,104,91,124,121,90
3,29,105,106,122,104,123,107,89,90,91,121
3,30,105,106,104,89,122,107,123,88,90,91
3,31,105,106,104,89,107,88,122,90,123,91
3,32,105,106,104,89,107,88,90,122,123,91
3,33,105,106,104,89,107,88,90,123,122,91
3,34,105,106,104,107,89,88,90,123,122,108
3,35,105,106,104,89,107,88,90,91,108,122
3,36,105,106,104,107,89,90,91,88,123,122
3,37,106,107,105,91,90,104,108,92,89,123
3,38,91,107,106,92,105,90,108,104,93,123
3,39,91,107,106,92,105,90,108,93,104,123
3,40,106,91,107,105,90,92,123,122,121,104
3,41,106,91,107,105,90,123,122,121,92,124
3,42,106,91,107,105,90,123,122,121,124,92
3,43,106,91,107,105,90,123,122,121,124,92
3,44,106,91,107,105,90,123,122,121,124,104
3,45,106,107,91,105,90,123,122,124,121,92
3,46,106,107,91,105,90,123,122,124,121,92
3,47,106,91,107,90,105,123,124,122,92,121
3,48,91,106,107,90,123,105,92,124,122,108
3,49,91,106,107,90,92,105,123,124,122,108
3,50,91,107,106,92,90,105,123,124,108,122
3,51,91,107,106,92,90,105,123,124,108,122
3,52,91,107,106,92,90,105,108,123,124,122
3,53,91,107,106,90,92,105,123,124,108,122
3,54,91,106,107,90,105,123,92,124,122,108
3,55,106,91,107,105,123,90,124,92,122,121
4,0,106,105,122,121,123,90,107,104,91,124
4,1,106,105,122,123,121,107,90,91,104,124
4,2,106,105,122,121,123,90,107,91,104,89
4,3,106,105,90,123,122,121,107,91,104,89
4,4,106,105,90,122,123,121,107,91,104,89
4,5,106,105,90,123,122,121,107,91,104,89
4,6,106,105,90,122,121,123,107,91,104,89
4,7,106,105,90,107,123,122,91,121,124,104
4,8,106,105,90,91,122,107,123,121,104,89
4,9,106,105,90,91,107,123,122,121,89,104
4,10,106,105,90,91,107,123,122,121,89,104
4,11,106,105,91,90,107,123,122,121,124,89
4,12,106,105,91,90,107,122,123,121,89,104
4,13,106,105,91,90,107,123,122,121,89,124
4,14,106,91,90,105,107,123,122,121,89,124
4,15,106,91,105,107,90,123,122,124,121,89
4,16,106,91,105,107,123,90,122,124,121,89
4,17,106,91,107,105,123,90,122,124,121,89
4,18,106,91,107,123,105,122,90,124,121,92
4,19,106,123,107,91,105,122,90,124,92,121
4,20,106,123,91,107,122,105,90,124,121,92
4,21,106,123,107,91,122,105,90,124,92,121
4,22,106,123,122,91,107,105,90,124,92,121
4,23,106,123,122,105,107,91,90,124,121,92
4,24,106,123,122,105,107,91,90,124,121,89
4,25,106,105,123,122,107,91,90,121,124,89
4,26,106,123,122,105,107,91,124,121,90,140
4,27,123,106,122,105,107,124,91,121,90,140
4,28,123,106,122,105,107,124,91,121,90,104
4,29,106,105,123,122,107,104,90,124,91,89
4,30,105,106,104,107,123,122,89,90,88,124
4,31,105,106,104,89,107,90,88,122,123,91
4,32,105,106,104,89,107,90,88,122,123,124
4,33,105,106,104,107,89,90,88,123,122,108
4,34,105,106,104,107,89,90,88,123,122,108
4,35,105,106,104,107,89,90,88,91,123,122
4,36,106,105,107,104,90,91,123,89,122,124
4,37,106,107,91,105,90,92,108,104,123,124
4,38,91,107,106,92,105,108,90,104,93,123
4,39,91,107,106,92,105,90,108,123,104,93
4,40,106,91,107,105,90,123,92,122,121,124
4,41,106,91,107,105,90,123,122,121,92,124
4,42,106,91,107,105,90,123,92,122,121,124
4,43,91,106,107,92,105,123,90,122,124,108
4,44,91,106,107,92,123,105,90,122,124,108
4,45,106,91,107,105,123,90,122,124,92,121
4,46,106,107,91,105,123,90,122,124,121,89
4,47,106,107,91,105,123,90,124,122,121,92
4,48,106,91,107,90,105,123,124,122,92,89
4,49,91,106,107,90,92,123,105,124,108,122
4,50,91,107,106,92,90,108,124,123,105,75
4,51,91,107,106,92,90,105,124,123,108,75
4,52,91,107,106,90,92,105,123,124,108,122
4,53,106,91,107,90,105,123,124,92,122,108
4,54,106,91,107,105,90,123,122,124,121,92
4,55,106,91,107,105,123,90,122,124,121,92
5,0,106,105,122,121,123,90,107,104,89,91
5,1,106,105,122,123,121,107,90,91,104,124
5,2,106,105,123,122,121,107,90,91,104,124
5,3,106,105,123,122,107,121,90,91,104,124
5,4,106,105,123,121,122,107,90,91,104,124
5,5,106,105,123,122,107,90,121,91,104,124
5,6,106,105,123,122,90,121,107,91,104,124
5,7,106,105,90,122,123,107,91,121,104,124
5,8,106,105,90,123,122,107,91,121,104,89
5,9,106,105,90,107,122,123,91,121,104,89
5,10,106,105,91,90,123,107,122,121,124,89
5,11,106,91,90,105,107,123,122,121,124,89
5,12,106,105,91,90,107,123,122,121,89,124
5,13,106,91,105,90,107,123,122,121,124,89
5,14,106,91,107,90,105,123,122,124,92,75
5,15,106,91,107,105,90,123,122,124,92,121
5,16,106,91,105,107,123,90,122,124,121,89
5,17,106,91,105,107,123,90,122,124,121,89
5,18,106,91,123,107,105,122,90,124,121,92
5,19,106,91,123,107,105,122,90,124,92,121
5,20,106,123,91,107,122,105,90,124,92,121
5,21,106,123,91,107,122,105,90,124,92,121
5,22,106,123,91,107,122,105,90,124,92,121
5,23,106,123,91,122,107,105,90,124,92,121
5,24,106,123,105,122,91,107,90,124,121,92
5,25,106,123,105,122,107,91,90,124,121,89
5,26,106,123,122,105,91,107,90,124,121,140
5,27,123,106,122,105,107,91,124,90,121,140
5,28,123,106,122,105,107,91,124,121,140,90
5,29,106,105,123,122,107,124,91,104,90,121
5,30,105,106,107,104,123,122,89,90,91,124
5,31,105,106,104,107,89,122,123,90,88,91
5,32,105,106,104,107,89,90,123,122,88,124
5,33,105,106,104,107,89,90,88,123,122,124
5,34,105,106,104,107,89,90,88,123,122,108
5,35,105,106,104,107,89,90,88,122,123,91
5,36,106,105,107,104,90,123,91,122,89,124
5,37,106,107,105,91,90,104,123,92,122,89
5,38,91,106,107,105,90,92,108,104,123,122
5,39,106,91,107,105,90,92,123,122,104,124
5,40,106,91,107,105,90,123,122,121,124,104
5,41,106,91,105,107,90,123,122,121,124,104
5,42,106,91,107,105,90,123,122,92,121,124
5,43,91,106,107,92,105,90,123,76,75,108
5,44,91,92,107,106,76,108,93,105,75,123
5,45,91,106,107,105,90,92,123,124,122,108
5,46,106,107,91,105,90,123,122,124,121,89
5,47,106,107,91,105,90,123,122,124,121,89
5,48,106,91,107,90,105,123,124,122,92,89
5,49,106,91,107,90,105,123,92,124,122,75
5,50,91,106,107,90,105,92,123,124,122,108
5,51,91,107,106,90,92,105,123,124,108,122
5,52,91,107,106,90,92,105,123,124,108,122
5,53,91,106,107,90,105,123,124,92,108,122
5,54,106,107,91,105,123,90,124,122,92,121
5,55,106,107,91,105,123,90,124,122,92,121
6,0,106,105,122,121,123,90,107,104,91,124
6,1,106,105,122,123,121,90,107,104,91,124
6,2,106,105,122,121,90,123,107,91,104,89
6,3,106,105,122,90,121,123,107,91,104,124
6,4,106,105,122,121,123,90,107,91,104,124
