x,y,0,1,2,3,4,5,6,7,8,9
0,0,65,78,79,64,77,66,94,93,95,51
0,1,65,79,78,64,66,94,51,77,95,80
0,2,65,79,78,64,66,94,95,77,80,51
0,3,65,79,78,64,66,94,95,80,77,93
0,4,78,79,65,64,94,95,77,93,66,80
0,5,78,94,79,77,93,64,95,65,110,92
0,6,78,77,93,94,79,64,92,109,110,95
0,7,77,93,78,94,92,76,109,108,91,64
0,8,77,93,92,78,76,94,109,91,108,107
0,9,77,93,92,78,76,94,109,108,91,107
0,10,77,93,92,78,76,94,109,108,91,107
0,11,77,93,78,92,76,94,109,63,91,108
0,12,77,93,78,92,76,94,63,64,109,91
0,13,77,78,93,94,92,76,64,63,79,91
0,14,78,77,93,94,64,92,79,76,63,65
0,15,78,77,64,79,94,93,65,92,76,63
0,16,78,79,64,77,65,94,93,95,92,63
0,17,78,79,64,65,77,94,93,95,80,66
0,18,78,79,64,65,77,94,95,93,80,66
0,19,78,79,64,65,77,94,93,95,80,66
0,20,78,79,64,77,65,94,93,95,63,76
0,21,78,77,64,79,65,93,94,76,63,92
0,22,78,77,64,93,76,79,92,63,94,65
0,23,77,78,76,93,92,64,63,91,94,79
0,24,77,76,92,93,78,91,63,75,108,107
0,25,77,76,92,93,91,75,78,108,107,63
0,26,92,76,77,93,91,75,108,107,78,90
0,27,92,76,77,91,93,108,75,107,90,106
0,28,92,76,91,77,93,75,108,107,90,106
0,29,92,76,77,91,93,108,75,107,90,106
0,30,92,76,77,93,91,75,108,107,63,78
0,31,77,76,92,93,91,63,78,75,107,62
0,32,77,76,92,63,93,78,91,75,64,62
0,33,77,76,63,92,78,93,64,91,75,62
0,34,77,76,92,63,93,78,75,91,64,62
0,35,77,76,92,63,93,75,91,62,78,90
0,36,76,77,92,75,63,91,62,93,78,90
0,37,76,77,92,75,63,62,91,93,90,74
0,38,76,77,75,92,63,62,91,93,90,74
0,39,76,77,75,92,62,63,91,90,93,74
0,40,76,77,75,62,92,63,91,90,93,74
0,41,76,77,75,62,92,63,91,90,74,93
0,42,76,75,77,92,62,91,63,90,74,93
0,43,76,75,92,77,91,62,63,90,74,93
