x,y,0,1,2,3,4,5,6,7,8,9
0,0,104,105,103,106,88,122,121,89,87,123
0,1,104,105,103,106,88,121,122,87,89,123
0,2,104,105,103,106,88,121,122,89,87,123
0,3,104,105,103,88,106,121,122,87,89,123
0,4,104,105,103,88,106,121,122,89,87,107
0,5,104,105,103,88,106,121,87,89,122,120
0,6,104,105,103,88,106,121,87,89,122,107
0,7,104,105,103,88,106,121,87,89,122,107
0,8,104,105,103,88,106,121,89,87,122,107
0,9,104,105,103,88,106,121,89,87,122,107
0,10,104,105,103,88,106,121,89,87,122,107
0,11,104,105,103,88,106,89,87,121,122,120
0,12,104,105,103,88,106,87,121,89,122,120
0,13,104,105,103,88,106,87,89,121,122,120
0,14,104,105,103,88,106,87,89,121,122,120
0,15,104,105,103,88,106,89,87,121,122,90
0,16,104,105,103,88,106,89,121,87,122,90
0,17,104,105,106,88,103,89,121,122,87,90
0,18,105,104,106,88,103,89,121,122,87,107
0,19,105,104,106,88,89,103,121,122,107,90
0,20,105,104,106,88,89,103,122,121,107,90
0,21,105,104,106,88,89,103,122,121,107,87
0,22,104,105,106,88,103,89,121,122,87,90
0,23,104,105,103,88,106,89,87,121,122,120
0,24,104,103,105,88,87,106,121,89,102,120
0,25,104,103,105,88,87,102,121,106,89,120
0,26,104,103,105,88,87,121,120,102,106,89
0,27,104,103,105,88,87,121,102,106,89,120
0,28,104,103,105,88,87,121,106,89,120,102
0,29,104,103,105,88,87,106,121,89,102,120
0,30,104,105,103,88,106,121,87,89,122,120
0,31,104,105,103,88,106,121,89,87,122,120
0,32,104,105,106,103,88,121,89,122,87,107
0,33,105,104,106,88,89,103,122,121,107,90
0,34,105,104,106,89,88,107,122,90,103,121
0,35,105,106,104,89,88,107,122,90,123,121
0,36,105,106,104,89,107,90,88,122,123,91
0,37,105,106,104,89,107,90,88,122,123,91
0,38,105,106,89,104,107,90,88,123,122,91
0,39,105,106,89,104,90,107,88,123,122,91
0,40,105,106,89,104,90,107,88,123,122,91
0,41,105,106,89,104,90,107,88,122,123,91
0,42,106,105,89,90,107,104,123,88,122,91
0,43,106,105,107,89,90,104,123,91,122,88
0,44,106,105,107,89,90,104,123,91,88,122
0,45,106,105,89,90,107,104,91,88,73,123
0,46,106,105,89,90,107,104,88,91,73,123
0,47,106,105,89,90,107,104,88,73,91,108
0,48,106,105,89,90,107,104,88,91,73,123
0,49,106,105,89,90,107,104,88,73,91,123
0,50,106,105,89,90,107,104,91,88,73,123
0,51,106,105,89,90,107,104,91,73,88,123
0,52,106,105,107,89,90,104,91,123,88,73
0,53,106,105,89,90,107,91,104,73,88,123
0,54,106,105,107,89,90,91,73,104,108,123
0,55,106,105,89,90,107,73,123,91,104,74
1,0,104,105,103,106,88,121,122,87,89,120
1,1,104,103,105,121,88,106,87,122,120,89
1,2,104,105,103,121,88,106,122,87,89,120
1,3,104,105,103,88,121,87,106,122,89,120
1,4,104,105,103,88,121,106,87,122,89,120
1,5,104,105,103,88,121,106,87,89,122,120
1,6,104,105,103,88,121,106,87,89,122,120
1,7,104,105,103,88,121,106,87,89,122,120
1,8,104,105,103,88,121,106,89,122,87,107
1,9,104,105,103,88,121,106,122,89,87,123
1,10,104,105,103,88,106,121,89,122,87,107
1,11,104,105,103,88,106,121,89,122,87,123
1,12,104,105,103,88,106,121,89,122,87,120
1,13,104,105,103,88,106,121,89,122,87,123
1,14,104,105,103,88,106,121,89,122,87,90
1,15,104,105,106,103,88,89,121,122,87,123
1,16,104,105,106,88,103,89,121,122,87,90
1,17,105,104,106,88,89,103,121,122,87,123
1,18,105,104,106,88,89,103,122,121,123,87
1,19,105,104,106,88,89,103,122,121,123,90
1,20,105,104,106,88,89,103,122,121,123,90
1,21,105,104,106,88,89,103,122,121,90,107
1,22,105,104,106,88,103,89,122,121,87,90
1,23,104,105,88,106,103,89,121,122,87,90
1,24,104,105,103,88,106,89,87,121,122,90
1,25,104,105,103,88,106,89,87,121,122,120
1,26,104,105,103,88,106,89,87,121,122,90
1,27,104,105,103,88,106,89,87,121,122,107
1,28,104,105,103,88,106,89,87,121,122,107
1,29,104,105,103,88,106,89,87,121,122,107
1,30,104,105,103,88,106,89,87,121,122,90
