x,y,0,1,2,3,4,5,6,7,8,9
0,0,78,64,77,79,65,63,93,92,76,80
0,1,78,77,64,63,79,65,76,92,93,62
0,2,77,78,92,76,93,63,91,62,94,79
0,3,92,76,77,91,93,107,108,78,75,62
0,4,92,76,91,77,93,107,108,75,106,109
0,5,92,76,77,91,93,108,107,75,78,109
0,6,92,77,76,93,91,108,107,78,75,109
0,7,92,77,93,76,91,78,108,107,94,75
0,8,92,77,93,76,91,78,108,107,94,62
0,9,77,92,93,78,76,91,94,63,108,62
0,10,77,78,93,92,76,94,63,91,79,64
0,11,77,78,93,92,76,94,63,91,79,64
0,12,77,92,93,76,78,91,63,94,62,108
0,13,77,92,76,93,78,91,62,63,108,94
0,14,77,92,93,76,78,91,63,62,94,108
0,15,77,93,92,78,76,63,91,62,94,108
0,16,77,78,93,92,76,63,94,91,62,79
0,17,78,77,93,92,94,79,63,76,64,91
0,18,78,79,77,93,94,92,64,80,63,95
0,19,78,79,77,93,64,94,80,92,65,63
0,20,78,79,64,77,93,94,63,65,80,92
0,21,78,64,79,77,63,93,94,92,65,76
0,22,78,63,77,64,79,93,94,92,62,76
0,23,78,63,77,64,79,93,62,94,76,92
0,24,78,63,77,64,93,62,79,76,94,92
0,25,77,78,63,62,93,76,64,92,79,94
0,26,77,78,63,62,93,76,92,94,91,64
0,27,77,78,63,62,76,93,92,64,91,94
0,28,77,78,63,62,64,93,76,92,79,94
0,29,78,63,64,77,79,62,93,76,92,65
0,30,78,64,63,77,79,65,93,76,62,92
0,31,78,64,77,63,79,93,65,76,92,62
0,32,78,77,63,64,93,79,76,92,62,94
0,33,77,78,63,76,93,62,92,64,79,94
0,34,77,78,76,63,92,93,62,91,64,94
0,35,77,76,78,63,92,62,93,91,64,75
0,36,77,76,78,92,63,62,93,91,75,64
0,37,77,76,78,63,62,92,93,91,75,64
0,38,77,76,78,92,62,63,93,91,75,64
0,39,77,76,78,63,92,62,93,91,64,75
0,40,77,78,63,76,62,93,92,91,64,94
0,41,77,78,63,62,76,93,92,64,94,79
0,42,63,78,77,64,62,93,76,79,92,94
0,43,64,63,78,79,77,49,65,50,62,93
0,44,64,65,79,78,63,50,49,80,77,66
0,45,64,65,79,78,63,50,49,80,77,66
0,46,64,78,63,79,65,77,49,80,50,94
0,47,63,78,64,77,79,49,93,62,94,65
0,48,63,64,78,77,79,49,62,93,65,76
0,49,63,64,78,77,79,62,49,76,93,65
0,50,78,63,77,64,62,79,93,76,92,49
0,51,77,78,63,64,76,62,93,92,79,91
0,52,77,78,63,93,76,92,62,64,79,91
0,53,77,78,63,93,92,76,62,64,91,94
0,54,77,78,92,93,76,63,62,91,94,64
0,55,77,78,92,76,93,63,62,91,64,94
1,0,78,79,64,77,65,93,63,92,80,94
1,1,78,77,64,79,63,93,92,76,65,94
1,2,77,92,93,78,76,91,63,94,62,79
1,3,92,76,91,77,93,107,108,106,78,109
1,4,92,91,76,93,77,108,107,106,75,124
1,5,92,93,76,91,77,108,107,109,106,78
1,6,92,93,77,91,76,108,107,78,109,94
1,7,92,93,77,91,76,108,107,78,94,109
1,8,92,77,93,76,91,78,108,107,94,109
1,9,77,92,93,76,78,91,94,108,107,63
1,10,77,93,78,92,76,94,63,91,62,108
1,11,77,93,92,78,76,63,91,94,62,108
1,12,77,92,93,76,78,91,62,63,94,108
