x,y,0,1,2,3,4,5,6,7,8,9
0,0,92,93,91,77,108,94,107,109,78,76
0,1,92,93,77,91,108,76,78,94,109,107
0,2,92,93,77,91,108,76,78,109,107,94
0,3,93,92,77,91,108,76,78,94,109,107
0,4,92,93,77,91,76,108,107,78,94,109
0,5,92,93,77,91,76,108,94,78,107,109
0,6,92,93,77,91,76,108,107,78,94,109
0,7,92,93,77,91,76,108,107,78,94,109
0,8,92,93,91,77,108,76,107,78,94,109
0,9,92,93,77,91,76,108,107,78,94,109
0,10,92,93,77,91,108,76,78,94,107,109
0,11,93,92,77,91,78,108,94,76,107,109
0,12,93,92,77,91,108,78,94,76,107,109
0,13,93,92,77,91,78,108,94,76,107,109
0,14,93,92,77,78,94,91,108,76,107,109
0,15,93,92,77,78,94,91,76,108,79,109
0,16,93,78,77,92,94,79,76,91,108,95
0,17,78,93,77,94,92,79,76,64,91,95
0,18,78,93,77,79,94,92,64,63,95,76
0,19,78,93,79,77,94,92,64,63,95,80
0,20,78,79,93,77,94,64,92,80,65,63
0,21,78,93,77,79,94,92,64,63,76,80
0,22,78,93,77,92,94,79,76,91,64,63
0,23,93,92,77,78,76,91,94,108,107,79
0,24,92,93,77,78,91,76,108,94,107,109
0,25,92,93,77,91,108,107,76,78,123,94
0,26,92,93,91,108,77,107,123,76,122,124
0,27,92,93,123,107,91,108,124,77,122,106
0,28,92,123,93,107,91,108,77,124,122,106
0,29,92,123,91,107,93,122,77,106,108,76
0,30,92,91,123,122,107,93,106,77,76,108
0,31,122,123,92,91,106,107,105,77,76,93
0,32,123,122,106,91,107,92,105,124,76,77
0,33,123,122,106,107,105,91,124,92,121,108
0,34,123,122,106,124,107,105,91,121,140,92
0,35,123,122,106,124,107,105,121,91,140,92
0,36,123,122,106,107,124,105,91,121,92,140
0,37,106,123,107,122,105,91,92,124,108,90
0,38,106,107,123,105,122,91,92,124,90,108
0,39,106,123,107,122,105,91,92,124,90,108
0,40,123,122,106,107,105,124,91,121,92,90
0,41,123,122,106,107,124,105,91,121,92,108
0,42,123,122,106,124,107,105,91,121,92,140
0,43,123,122,106,107,124,91,92,105,108,121
0,44,123,122,92,107,91,106,124,93,105,108
0,45,92,123,122,91,107,106,93,77,76,105
0,46,92,123,91,122,107,106,93,124,77,76
0,47,92,123,91,107,122,93,77,124,76,106
0,48,92,93,77,91,123,76,107,108,78,124
0,49,92,123,107,91,124,108,106,93,122,76
0,50,123,106,124,107,122,91,105,92,121,140
0,51,123,106,91,107,124,122,92,105,140,141
0,52,92,76,77,91,93,107,78,106,108,75
0,53,77,76,62,63,92,78,93,91,75,64
0,54,77,76,62,63,92,78,93,91,75,61
0,55,77,76,62,63,92,78,93,91,61,75
1,0,92,93,91,107,108,77,94,76,109,106
1,1,92,93,91,77,107,108,76,109,106,94
1,2,92,93,91,77,76,108,107,109,78,106
1,3,92,93,91,77,76,108,107,78,109,94
1,4,92,93,91,77,76,108,107,78,94,109
1,5,92,93,91,77,108,76,107,78,94,109
1,6,92,93,91,77,108,76,107,78,94,109
1,7,92,93,91,77,108,107,76,78,94,109
1,8,92,93,77,91,108,78,76,107,94,109
1,9,92,93,77,91,78,94,108,76,107,109
1,10,92,93,77,91,78,108,94,76,107,109
1,11,92,93,77,91,78,94,108,76,107,109
1,12,92,93,77,91,78,94,108,76,107,109
1,13,92,93,77,91,78,94,76,108,107,109
1,14,93,92,77,78,94,91,76,108,107,109
1,15,93,92,77,78,94,91,76,108,79,107
1,16,93,77,92,78,94,76,91,79,108,107
1,17,77,93,78,92,94,76,91,79,63,64
1,18,78,77,93,92,94,76,79,91,63,64
1,19,78,77,93,92,79,94,76,91,64,63
1,20,78,77,93,92,94,79,76,91,64,63
1,21,78,77,93,92,94,79,76,91,64,63
1,22,77,93,92,78,76,94,91,79,63,108
1,23,92,93,77,78,76,91,94,108,107,109
1,24,92,93,77,91,78,76,108,94,107,109
1,25,92,93,77,91,108,107,76,78,123,106
1,26,92,93,108,107,91,123,77,122,124,78
1,27,92,123,107,93,91,108,124,122,106,77
