flt,act_rate
0,0.0039014287758618593
1,0.0009231713484041393
2,0.0
3,0.01814918778836727
4,0.005843269173055887
5,0.07417039573192596
6,0.0
7,0.22239963710308075
8,0.00031887757359072566
9,0.003988378681242466
10,0.003857965813949704
11,0.0
12,0.0011640239972621202
13,0.0
14,0.0
15,0.21047963201999664
16,0.0
17,0.0
18,0.0
19,0.0
20,0.07650817930698395
21,0.0
22,0.0
23,0.0024966385681182146
24,0.00031887757359072566
25,0.002484004944562912
26,0.0
27,0.0007888787076808512
28,0.013651792891323566
29,0.0014012561878189445
30,0.005082173738628626
31,0.2226264774799347
32,0.0005829270812682807
33,0.0
34,0.00031887757359072566
35,0.006771233398467302
36,0.011581597849726677
37,0.0009182636858895421
38,0.0
39,0.03103574551641941
40,0.0021576168946921825
41,0.00046217357157729566
42,0.0
43,0.00045751253492198884
44,0.0
45,0.06085675582289696
46,0.008928479626774788
47,0.019937122240662575
48,0.08250182121992111
49,0.0008057313389144838
50,0.0
51,0.013486935757100582
52,0.0006112013361416757
53,0.00031887757359072566
54,0.007954465225338936
55,0.00031887757359072566
56,0.0
57,0.0
58,0.0007796502322889864
59,0.0
60,0.0014273731503635645
61,0.0005929212202318013
62,0.0
63,0.00031887757359072566
64,0.0
65,0.035356197506189346
66,0.009434903971850872
67,0.0
68,0.0
69,0.0
70,0.009537155739963055
71,0.0009850308997556567
72,0.004182594828307629
73,0.0874716266989708
74,0.0012350352481007576
75,0.0042548831552267075
76,0.0
77,0.0
78,0.0049755992367863655
79,0.02525264024734497
80,0.14557908475399017
81,0.0
82,0.0015435217646881938
83,0.010977600701153278
84,0.18603603541851044
85,0.0
86,0.04994461312890053
87,0.003165536094456911
88,0.01697389781475067
89,0.0048072487115859985
90,0.010341137647628784
91,0.0039326646365225315
92,0.09579527378082275
93,0.0
94,0.0
95,0.004666272085160017
96,0.06440995633602142
97,0.0010407172376289964
98,0.00601304043084383
99,0.14774669706821442
100,0.000655483512673527
101,0.0
102,0.00031887757359072566
103,0.001563339144922793
104,0.05420961603522301
105,0.0012320728274062276
106,0.0
107,0.003429990727454424
108,0.012745545245707035
109,0.0
110,0.25538358092308044
111,0.0
112,0.055499229580163956
113,0.015060469508171082
114,0.01895827241241932
115,0.0
116,0.0035849411506205797
117,0.0035303852055221796
118,0.03344405069947243
119,0.0
120,0.0008601229637861252
121,0.0010701983701437712
122,0.0005945367738604546
123,0.0004035457968711853
124,0.006260592490434647
125,0.13587792217731476
126,0.008795739151537418
127,0.0
128,0.00031887757359072566
129,0.04413405433297157
130,0.0
131,0.002249069744721055
132,0.004824749194085598
133,0.0229311715811491
134,0.014783971011638641
135,0.00031887757359072566
136,0.04927030950784683
137,0.0
138,0.0
139,0.04644787311553955
140,0.013217070139944553
141,0.0
142,0.03980565816164017
143,0.14674226939678192
144,0.003392543876543641
145,0.0
146,0.05194472521543503
147,0.0007308279746212065
148,0.0
149,0.009008966386318207
150,0.012236841954290867
151,0.0032133522909134626
152,0.0
153,0.0071501582860946655
154,0.0010634842328727245
155,0.0013310702051967382
156,0.001307827071286738
157,0.0
158,0.00031887757359072566
159,0.0
160,0.0
161,0.0013741509756073356
162,0.0
163,0.00035280370502732694
164,0.0
165,0.0
166,0.03257604315876961
167,0.023677919059991837
168,0.0
169,0.0005033235647715628
170,0.24869422614574432
171,0.0
172,0.14170753955841064
173,0.0
174,0.02653185836970806
175,0.13698123395442963
176,0.1201925277709961
177,0.07006961852312088
178,0.0042184325866401196
179,0.0
180,0.0
181,0.0004830812104046345
182,0.01675531081855297
183,0.0009457431733608246
184,0.012167028151452541
185,0.028096351772546768
186,0.007538822945207357
187,0.0076828524470329285
188,0.00031887757359072566
189,0.006173565052449703
190,0.006101840641349554
191,0.01201146561652422
192,0.0
193,0.0026277799624949694
194,0.0019549608696252108
195,0.0
196,0.0021915349643677473
197,0.0003367776225786656
198,0.17166128754615784
199,0.00818622950464487
200,0.0035150928888469934
201,0.004052060656249523
202,0.1567080318927765
203,0.0
204,0.017318690195679665
205,0.03316924348473549
206,0.09703804552555084
207,0.0
208,0.04414578154683113
209,0.00581766664981842
210,0.06687545031309128
211,0.004258815199136734
212,0.0
213,0.004251870792359114
214,0.009401656687259674
215,0.0
216,0.0006605308735743165
217,0.018007880076766014
218,0.0
219,0.0
220,0.014309048652648926
221,0.0007673843647353351
222,0.0
223,0.001194464392028749
224,0.0004174994246568531
225,0.0026946330908685923
226,0.010896766558289528
227,0.005477581638842821
228,0.00031887757359072566
229,0.0
230,0.006747948471456766
231,0.0038908713031560183
232,0.0011106192832812667
233,0.00031887757359072566
234,0.0
235,0.030169082805514336
236,0.00031887757359072566
237,0.0
238,0.007621501572430134
239,0.0030797182116657495
240,0.0
241,0.24085958302021027
242,0.0
243,0.04166373610496521
244,0.0
245,0.025546720251441002
246,0.15511561930179596
247,0.0
248,0.0005245000356808305
249,0.0028677727095782757
250,0.0005362762021832168
251,0.04390138387680054
252,0.0050314804539084435
253,0.19047673046588898
254,0.0
255,0.0
