model,cate,accu
380,street,79.20200892857143
384,mountain,89.17889030612245
384,forest,71.41661352040816
384,buildings,82.75829081632654
384,sea,88.44148596938776
384,street,78.97241709183673
388,mountain,89.05452806122449
388,forest,69.2984693877551
388,buildings,81.75223214285714
388,sea,88.23022959183673
388,street,80.34757653061224
392,mountain,89.31361607142857
392,forest,71.22130102040816
392,buildings,81.58561862244898
392,sea,88.58099489795919
392,street,81.08657525510205
396,mountain,90.07254464285714
396,forest,70.5532525510204
396,buildings,82.80054209183673
396,sea,88.51323341836735
396,street,79.58625637755102
400,mountain,88.99314413265306
400,forest,75.68718112244898
400,buildings,83.82732780612245
400,sea,89.1796875
400,street,83.22783801020408
