flt,act_rate
0,0.30821328611505433
1,0.19596696617003215
2,0.3771805908164132
3,0.41923032687983436
4,0.5788189523898157
5,0.36444616396864377
6,0.6179947078572187
7,0.13307569934354183
8,0.6413213450707116
9,0.0
10,0.0
11,0.6980021774920152
12,0.0
13,0.1659990494300441
14,0.0
15,0.261702719101498
16,0.26843366066156255
17,0.0
18,0.3120665691577235
19,0.0
20,0.36534048814347875
21,0.0
22,0.056004435248060556
23,0.49657034847593845
24,0.6295812574752228
25,0.0
26,0.6944328462356576
27,0.3566075991138851
28,0.10828629590238918
29,0.38662837835366487
30,0.0
31,0.38713593150369274
32,0.0
33,0.0
34,0.0
35,0.6285550970910283
36,0.21012810139196117
37,0.0
38,0.7620809150830946
39,0.23371879710431764
40,0.6421363805758609
41,0.0
42,0.0
43,0.503450093451715
44,0.0
45,0.3410109772745099
46,0.04427100753506522
47,0.0
48,0.0
49,0.372255996332645
50,0.0
51,0.6216905108409273
52,0.5040607096803297
53,0.310470635760206
54,0.3715067570121298
55,0.4419706099537964
56,0.2980526930309283
57,0.4220038453582397
58,0.8441364382846825
59,0.2103319110682675
60,0.0
61,0.30462038364987165
62,0.06470761134652969
63,0.560801973804259
64,0.3476548069619597
65,0.0
66,0.24825428782640535
67,0.0
68,0.6758401611945564
69,0.5873964340012249
70,0.3607143539314541
71,0.0
72,0.2992767906092304
73,0.0
74,0.15321667752432405
75,0.329777975468874
76,0.6829014044782858
77,0.0
78,0.4664099301438778
79,0.0
80,0.4774167905848464
81,0.5464375572262214
82,0.059953283286509264
83,0.5526790914030518
84,0.0
85,0.23367803516905636
86,0.0
87,0.8645684497744276
88,0.19543679685153675
89,0.0
90,0.17590863962019468
91,0.3291356600283911
92,0.5368344435508157
93,0.19685714506331511
94,0.1757708090085909
95,0.32495351798259714
96,0.0
97,0.3330333829276986
98,0.5105776206002611
99,0.2315958846294992
100,0.14420524183044253
101,0.0
102,0.43667277757028794
103,0.05858647321477557
104,0.6230254134207148
105,0.617205803881853
106,0.0
107,0.5535900779841252
108,0.13958425874034647
109,0.0
110,0.0
111,0.6541146999405436
112,0.5392617497395991
113,0.45741288101538263
114,0.2880305401586342
115,0.0
116,0.51664639407241
117,0.7402399142658239
118,0.0
119,0.45554295263528144
120,0.6491345099159606
121,0.19741281599135832
122,0.2783687016612419
123,0.6155946711186449
124,0.3163305398741541
125,0.0
126,0.2799691257804407
127,0.19725929833388128
128,0.40558377553056557
129,0.3150710854826144
130,0.0
131,0.5109944245963126
132,0.0
133,0.6557462746314052
134,0.0
135,0.6766074040418121
136,0.7585496228809788
137,0.5241575629645916
138,0.0
139,0.5545335359373559
140,0.32319990132604304
141,0.0
142,0.39076037062068275
143,0.0
144,0.0
145,0.36800435986083235
146,0.12006881167376308
147,0.0
148,0.6450917224823409
149,0.0
150,0.03882354877553666
151,0.5747365003013457
152,0.0
153,0.2007143701874602
154,0.4792546539929425
155,0.6013433557029524
156,0.14270760646972785
157,0.31109722351480046
158,0.4449692741164962
159,0.403138343894996
160,0.07161478833257676
161,0.0
162,0.7591416666226399
163,0.34343019610026543
164,0.0
165,0.4138245546159133
166,0.0
167,0.5428004790644994
168,0.0
169,0.6749284430932091
170,0.635179663411266
171,0.6650137424211452
172,0.20792199880599635
173,0.14739412158435913
174,0.3518144750793395
175,0.0
176,0.16337588884793278
177,0.18973089807524823
178,0.24759272933871787
179,0.1640850469534416
180,0.24276152560991518
181,0.36447400237906646
182,0.698431661172814
183,0.0670562841858728
184,0.0
185,0.7377161693209338
186,0.0
187,0.4929140475870194
188,0.3996876002030375
189,0.0
190,0.07413506363616783
191,0.2534511907321258
192,0.0
193,0.24355672878763926
194,0.184786877664207
195,0.6244747582833495
196,0.634749570130239
197,0.1052414951624158
198,0.44722690824175443
199,0.5621635362340279
200,0.0
201,0.2837673212824851
202,0.6301166490356734
203,0.8695987895777868
204,0.2954659763824616
205,0.21597422854075116
206,0.0
207,0.4453339776130412
208,0.0
209,0.36397847867354244
210,0.0
211,0.0
212,0.0
213,0.08398288100319065
214,0.5927157243127672
215,0.33827734697103873
216,0.3078422630961433
217,0.0
218,0.5688220776069859
219,0.05780907036371594
220,0.0
221,0.5970622145800931
222,0.3517771675453715
223,0.04929783197710829
224,0.0
225,0.10063335431712786
226,0.0
227,0.6494570697167269
228,0.0
229,0.3598776979382101
230,0.21999122988471648
231,0.6342432768206828
232,0.4245337675854426
233,0.2772981827004396
234,0.4404334013782655
235,0.02163390183973285
236,0.34927642484909344
237,0.0
238,0.12250116738443707
239,0.6271486680844613
240,0.5582880231030358
241,0.6596417420098682
242,0.0
243,0.027697437829920724
244,0.11135242249034698
245,0.0
246,0.3317437533248612
247,0.5980096958948301
248,0.0
249,0.45829298118489215
250,0.11281579831823489
251,0.4931560588776284
252,0.0
253,0.0
254,0.0
255,0.0
256,0.5369822919261701
257,0.23826285880561435
258,0.5239980915448855
259,0.19053642381683708
260,0.0
261,0.0
262,0.5424925090291954
263,0.557161888281411
264,0.1779201374932995
265,0.0
266,0.4647500700024262
267,0.6660183635972753
268,0.15518618410170731
269,0.5597589071737349
270,0.5126610716203052
271,0.0
272,0.6765490043399472
273,0.35642098016401497
274,0.23268477287717895
275,0.04475738723716578
276,0.7269355112046554
277,0.22633832650106944
278,0.18135572245958248
279,0.6264793676738752
280,0.15043460432271585
281,0.3845969059130816
282,0.252961661428846
283,0.14651831909645868
284,0.5799233854433156
285,0.0
286,0.0
287,0.0
288,0.18382476594399236
289,0.10892234262052508
290,0.1376795018672055
291,0.0
292,0.09809200208564559
293,0.13326511229445803
294,0.6145157599947005
295,0.7031704495070163
296,0.0
297,0.06326236604542984
298,0.0
299,0.21605467545087048
300,0.7089056497342753
301,0.4834582539667703
302,0.507512184892562
303,0.5578326923725601
304,0.3350743448118347
305,0.5934255428185232
306,0.5562193244085151
307,0.4550474289297574
308,0.48975148224295495
309,0.4506821223353866
310,0.0
311,0.6246637343541022
312,0.0
313,0.0
314,0.11000842670715497
315,0.6809249992583197
316,0.763488929050255
317,0.0
318,0.0
319,0.5944896203369139
320,0.8461099174235531
321,0.29580475154929897
322,0.5837847558490126
323,0.5015799212315225
324,0.09108499290222134
325,0.728291343392279
326,0.5305267880692295
327,0.5902767544396169
328,0.29128785769817395
329,0.14705321281672287
330,0.21639379605783723
331,0.7514190883713067
332,0.0
333,0.17592818746751337
334,0.6076890502387804
335,0.0
336,0.21308293529825098
337,0.0
338,0.0
339,0.0
340,0.3750647903442575
341,0.6868220280261673
342,0.044309651109533374
343,0.0
344,0.01576765534341016
345,0.5914771792090558
346,0.3857731905134825
347,0.03196920888927181
348,0.0
349,0.32298394028518723
350,0.6032284021687138
351,0.3531239776496172
352,0.4716911814011783
353,0.6251410919728249
354,0.0
355,0.37406492404990754
356,0.5778278236987372
357,0.304373170437315
358,0.32269742817791713
359,0.3197678317210762
360,0.07319327192356101
361,0.17471368093280215
362,0.5970267358468099
363,0.14410220923186715
364,0.0
365,0.28459717007318047
366,0.319304799707717
367,0.1391875918718344
368,0.5059721721559812
369,0.0
370,0.0
371,0.10074790836001689
372,0.0
373,0.6010033206956432
374,0.26391483640971475
375,0.1635309406659842
376,0.40465064014119967
377,0.21794010799677643
378,0.7247239628566517
379,0.5658812441859378
380,0.2822836152869856
381,0.4081550286532427
382,0.792184193553762
383,0.07896972684626573
384,0.10019481807293988
385,0.40065962808696476
386,0.6623005337253198
387,0.0
388,0.40763711229933486
389,0.32725274716342856
390,0.0726815328519659
391,0.15708354449207906
392,0.9274310755501947
393,0.0
394,0.07172862101519571
395,0.0
396,0.5515914426758362
397,0.0
398,0.767396466513237
399,0.19391907516330173
400,0.20742539814006905
401,0.037811109476479386
402,0.507292037930139
403,0.0
404,0.0
405,0.6493527467976684
406,0.47838032470559355
407,0.0
408,0.532529284178964
409,0.04656680771461281
410,0.4836955103755991
411,0.6601125565861412
412,1.0
413,0.5105944049265452
414,0.0
415,0.6016279577295074
416,0.0
417,0.6753420771680737
418,0.0
419,0.2274480224365396
420,0.4687272644514878
421,0.07798726463843188
422,0.0
423,0.8074259874202897
424,0.37967247398937426
425,0.17236121333203827
426,0.6101784950108285
427,0.3807734932815959
428,0.0
429,0.11585450305592594
430,0.6845578102184442
431,0.5487520467327663
432,0.7261314891436296
433,0.0
434,0.19562654508257848
435,0.31134433512731907
436,0.6161098239515181
437,0.0
438,0.2850135067090569
439,0.3401187663804661
440,0.35360625271018103
441,0.0
442,0.47324440214270413
443,0.4375077266828929
444,0.0
445,0.7477777430079869
446,0.40878263240821755
447,0.0
448,0.6155840234346583
449,0.0
450,0.4133754824477806
451,0.0
452,0.5127579574165793
453,0.6625658723846626
454,0.0
455,0.5562109932053959
456,0.0
457,0.0
458,0.3260738209620386
459,0.07987690342591264
460,0.17214748749201933
461,0.5529347170987581
462,0.23429216675898723
463,0.08548924888717478
464,0.21142561515775032
465,0.0
466,0.14968980492386297
467,0.3518702331802153
468,0.32555964348953054
469,0.0
470,0.30083476623253647
471,0.1830264334850967
472,0.6290561071986065
473,0.0
474,0.0
475,0.2702220854911488
476,0.0
477,0.0
478,0.0
479,0.43150133563410004
480,0.4444340857561217
481,0.0
482,0.0
483,0.12610653617428713
484,0.3202688418286544
485,0.0
486,0.24456435732489537
487,0.0
488,0.19070570980021775
489,0.0
490,0.0
491,0.0
492,0.3441107944350814
493,0.5477999730963099
494,0.5568393284806445
495,0.5791853221269846
496,0.21293892740433443
497,0.0
498,0.3805613524021703
499,0.0
500,0.0
501,0.2567276700388397
502,0.06575602721905659
503,0.4886904527257055
504,0.5775517154353622
505,0.2335134024674179
506,0.12505257801968522
507,0.0
508,0.11040333589500896
509,0.0873204981327945
510,0.0
511,0.5164724548072871
