flt,act_rate
0,0.011978993192315102
1,0.0738687589764595
2,0.02883952297270298
3,0.0018492279341444373
4,0.034669119864702225
5,0.018353624269366264
6,0.0866035595536232
7,0.013285710476338863
8,0.0
9,0.028100091964006424
10,0.03310474380850792
11,0.03224669769406319
12,0.0
13,0.06682969629764557
14,0.0
15,0.004840415436774492
16,0.026080233976244926
17,0.07771331816911697
18,0.008736595511436462
19,0.04354148730635643
20,0.0
21,0.02561217173933983
22,0.09107773751020432
23,0.013090287335216999
24,0.025684818625450134
25,0.13038429617881775
26,0.05859914422035217
27,0.04416274279356003
28,0.03965466469526291
29,0.09134096652269363
30,0.10104040056467056
31,0.025018705055117607
32,0.026123760268092155
33,0.046071264892816544
34,0.012054531835019588
35,0.017747605219483376
36,0.04120131954550743
37,0.0
38,0.029284736141562462
39,0.04004029557108879
40,0.05253636837005615
41,0.009731529280543327
42,0.02483762986958027
43,0.14609792828559875
44,0.01812206394970417
45,0.019487669691443443
46,0.018021779134869576
47,0.02594163827598095
48,0.01197508629411459
49,0.3122461140155792
50,0.08280037343502045
51,0.09386992454528809
52,0.018457308411598206
53,0.0
54,0.0
55,0.0067167445085942745
56,0.022330673411488533
57,0.06731610745191574
58,0.010894746519625187
59,0.0
60,0.028146615251898766
61,0.0
62,0.12494556605815887
63,0.0028114053420722485
64,0.020035384222865105
65,0.15293864905834198
66,0.0
67,0.2514057755470276
68,0.0
69,0.03680745139718056
70,0.0
71,0.049067508429288864
72,0.0756416842341423
73,0.05242147669196129
74,0.05806322768330574
75,0.0
76,0.019767122343182564
77,0.03962390497326851
78,0.002714119851589203
79,0.023428091779351234
80,0.03429647535085678
81,0.0912870317697525
82,0.015333279967308044
83,0.026099909096956253
84,0.01804298534989357
85,0.004640473518520594
86,0.01660199463367462
87,0.002648149151355028
88,0.13174258172512054
89,0.0
90,0.08430484682321548
91,0.02413208596408367
92,0.00533412117511034
93,0.07847008854150772
94,0.039830513298511505
95,0.03686290979385376
96,0.12484325468540192
97,0.0
98,0.02396770939230919
99,0.0878600925207138
100,0.10426465421915054
101,0.05907416343688965
102,0.0
103,0.004555211402475834
104,0.06536603718996048
105,0.06203087791800499
106,0.08374647796154022
107,0.028449539095163345
108,0.03104672022163868
109,0.01872466877102852
110,0.022241821512579918
111,0.0
112,0.0
113,0.0553019754588604
114,0.011907435022294521
115,0.02032821998000145
116,0.08694083988666534
117,0.0
118,0.0
119,0.01290921401232481
120,0.019516021013259888
121,0.04896867647767067
122,0.01605856791138649
123,0.2196066677570343
124,0.04178853705525398
125,0.07976895570755005
126,0.011282047256827354
127,0.08127553761005402
