flt,act_rate
0,0.03782384842634201
1,0.04647282138466835
2,0.0
3,0.08431928604841232
4,0.03902982547879219
5,0.052849866449832916
6,0.0
7,0.02793441154062748
8,0.0203926470130682
9,0.2665141522884369
10,0.0
11,0.02432934008538723
12,0.021332314237952232
13,0.023136569187045097
14,0.01853022351861
15,0.0750361904501915
16,0.09622994810342789
17,0.025821568444371223
18,0.0
19,0.043033868074417114
20,0.04067305102944374
21,0.16009055078029633
22,0.02152837999165058
23,0.0
24,0.014069720171391964
25,0.03671165183186531
26,0.11077051609754562
27,0.15782536566257477
28,0.14951057732105255
29,0.028435347601771355
30,0.0795404314994812
31,0.04426020011305809
32,0.0
33,0.041253749281167984
34,0.027503089979290962
35,0.032632824033498764
36,0.11293952912092209
37,0.03451206162571907
38,0.0
39,0.0
40,0.0
41,0.08398222923278809
42,0.08478670567274094
43,0.032174862921237946
44,0.0
45,0.0199322197586298
46,0.07375311106443405
47,0.008146860636770725
48,0.0012490561930462718
49,0.0
50,0.0
51,0.0
52,0.03174004331231117
53,0.11936334520578384
54,0.0
55,0.0571768544614315
56,0.09762436896562576
57,0.02214355207979679
58,0.0
59,0.017029257491230965
60,0.0
61,0.0
62,0.0
63,0.017299743369221687
