x,y,0,1,2,3,4,5,6,7,8,9
0,0,105,106,104,89,88,90,73,107,91,103
0,1,105,106,104,89,88,90,107,73,91,103
0,2,105,106,104,89,88,90,107,73,103,122
0,3,105,106,104,89,88,90,107,73,91,103
0,4,105,106,89,104,88,90,107,73,91,122
0,5,105,106,104,89,88,90,107,73,91,122
0,6,105,106,89,104,90,88,107,73,122,91
0,7,105,106,89,104,90,88,107,73,91,122
0,8,105,106,89,104,90,88,107,73,91,122
0,9,105,106,89,104,90,88,107,91,73,122
0,10,105,106,89,104,90,88,107,91,122,73
0,11,105,106,89,104,90,107,88,91,73,122
0,12,105,106,89,104,90,107,88,91,122,123
0,13,105,106,89,104,90,107,88,91,122,123
0,14,105,106,89,104,90,107,88,122,91,123
0,15,105,106,89,104,90,107,88,91,122,123
0,16,105,106,89,104,90,107,88,122,91,123
0,17,105,106,104,89,90,88,107,122,91,73
0,18,105,106,104,89,90,88,107,122,91,121
0,19,105,106,104,89,90,88,107,122,91,73
0,20,105,106,104,89,90,88,107,122,91,121
0,21,105,106,104,89,90,88,107,122,91,121
0,22,105,106,104,89,90,107,88,122,121,123
0,23,105,106,104,89,90,88,107,122,121,91
0,24,105,106,104,89,90,107,88,122,121,123
0,25,105,106,104,89,90,88,107,122,121,91
0,26,105,106,104,89,90,88,107,122,121,91
0,27,105,106,104,89,90,88,107,122,121,91
0,28,105,106,104,89,90,88,107,122,121,123
0,29,105,106,104,89,90,107,88,121,122,91
0,30,105,106,104,89,107,90,88,121,122,123
0,31,105,106,104,89,90,107,88,121,122,91
0,32,105,106,104,89,107,90,121,88,122,123
0,33,105,106,104,89,90,107,88,121,122,91
0,34,105,106,104,89,107,121,90,88,122,123
0,35,105,106,104,89,90,107,88,121,122,91
0,36,105,106,104,89,107,90,121,88,122,123
0,37,105,106,104,89,90,107,88,121,122,91
0,38,105,106,104,89,107,90,88,121,122,123
0,39,105,106,104,89,90,107,88,122,121,91
0,40,105,106,104,89,107,90,88,121,122,123
0,41,105,106,104,89,90,107,88,122,121,91
0,42,105,106,104,89,107,90,88,122,121,123
0,43,105,106,104,89,107,90,88,122,121,123
0,44,105,106,104,89,107,90,88,122,121,123
0,45,105,106,104,89,107,90,88,122,121,123
0,46,105,106,104,89,107,90,88,122,121,123
0,47,105,106,104,89,107,90,88,122,121,123
0,48,105,106,104,89,107,88,90,121,122,123
0,49,105,106,104,89,88,107,90,122,121,123
0,50,105,106,104,89,88,107,90,121,122,123
0,51,105,106,104,89,88,107,90,122,121,103
0,52,105,104,106,89,88,107,90,122,121,103
