flt,act_rate
0,0.47066326530612246
1,0.3179209183673469
2,0.1839923469387755
3,0.007653061224489796
4,0.16709183673469388
5,0.05994897959183673
6,0.6607142857142857
7,0.36192602040816324
8,0.0
9,0.05229591836734694
10,0.19610969387755103
11,0.13552295918367346
12,0.0
13,0.18144132653061223
14,0.0
15,0.07525510204081633
16,0.17665816326530612
17,0.6511479591836735
18,0.0628188775510204
19,0.08450255102040816
20,0.0
21,0.08258928571428571
22,0.1527423469387755
23,0.10172193877551021
24,0.022002551020408163
25,0.6049107142857143
26,0.2643494897959184
27,0.15082908163265307
28,0.22002551020408162
29,0.6316964285714286
30,0.39158163265306123
31,0.14668367346938777
32,0.18494897959183673
33,0.13807397959183673
34,0.045599489795918366
35,0.0742984693877551
36,0.2713647959183674
37,0.0
38,0.1903698979591837
39,0.39413265306122447
40,0.23214285714285715
41,0.024553571428571428
42,0.40816326530612246
43,0.5124362244897959
44,0.10586734693877552
45,0.13201530612244897
46,0.0625
47,0.14795918367346939
48,0.11639030612244898
49,0.9799107142857143
50,0.7866709183673469
51,0.4375
52,0.08641581632653061
53,0.0
54,0.0
55,0.10331632653061225
56,0.09056122448979592
57,0.39732142857142855
58,0.06090561224489796
59,0.0
60,0.11096938775510204
61,0.0015943877551020409
62,0.3549107142857143
63,0.00031887755102040814
64,0.12627551020408162
65,0.9154974489795918
66,0.0
67,0.8431122448979592
68,0.0
69,0.08099489795918367
70,0.0
71,0.12149234693877552
72,0.3249362244897959
73,0.3823341836734694
74,0.5749362244897959
75,0.0
76,0.13871173469387754
77,0.18207908163265307
78,0.08577806122448979
79,0.09821428571428571
80,0.1285076530612245
81,0.44706632653061223
82,0.09598214285714286
83,0.050701530612244895
84,0.09598214285714286
85,0.007334183673469388
86,0.11415816326530612
87,0.050701530612244895
88,0.735969387755102
89,0.0
90,0.44260204081632654
91,0.09502551020408163
92,0.07971938775510204
93,0.3466198979591837
94,0.07525510204081633
95,0.16964285714285715
96,0.9336734693877551
97,0.0
98,0.08896683673469388
99,0.4719387755102041
100,0.6894132653061225
101,0.6336096938775511
102,0.0
103,0.02423469387755102
104,0.5631377551020408
105,0.6686862244897959
106,0.11511479591836735
107,0.11065051020408163
108,0.20758928571428573
109,0.0819515306122449
110,0.08769132653061225
111,0.0
112,0.0
113,0.13903061224489796
114,0.06441326530612244
115,0.12627551020408162
116,0.3137755102040816
117,0.0
118,0.0
119,0.04974489795918367
120,0.04017857142857143
121,0.22799744897959184
122,0.0274234693877551
123,0.7876275510204082
124,0.2471301020408163
125,0.5309311224489796
126,0.08641581632653061
127,0.3026147959183674
