x,y,0,1,2,3,4,5,6,7,8,9
0,0,77,63,76,64,78,62,49,92,50,65
0,1,63,77,64,76,62,78,49,92,50,48
0,2,77,76,92,62,93,78,63,91,75,61
0,3,92,91,76,77,107,106,75,93,108,105
0,4,92,91,76,107,77,75,106,93,108,90
0,5,92,91,76,77,107,93,75,106,108,90
0,6,92,91,76,77,107,93,106,108,75,123
0,7,92,76,91,77,93,107,75,108,106,78
0,8,92,76,77,91,93,107,78,75,108,62
0,9,77,92,76,93,91,78,62,63,107,75
0,10,77,76,92,93,78,63,62,91,94,75
0,11,77,76,92,93,78,63,62,91,94,108
0,12,77,76,92,93,78,62,91,63,108,94
0,13,77,76,92,93,78,62,91,63,108,75
0,14,77,76,92,93,78,62,63,91,94,108
0,15,77,76,92,93,78,62,63,91,108,94
0,16,77,76,92,93,78,62,91,63,108,75
0,17,77,78,93,92,76,63,62,91,94,64
0,18,78,77,79,93,64,63,92,94,76,65
0,19,78,64,79,77,63,65,93,92,94,80
0,20,64,78,63,77,79,65,93,49,62,76
0,21,63,78,64,77,79,62,49,93,48,76
0,22,63,78,64,77,62,79,49,48,93,76
0,23,63,78,64,77,62,48,49,79,93,76
0,24,63,78,77,62,64,48,49,76,93,79
0,25,77,63,62,78,76,93,48,92,64,61
0,26,77,62,63,76,78,92,93,61,48,75
0,27,77,62,63,76,78,92,93,61,48,91
0,28,63,77,62,78,76,64,48,93,92,49
0,29,63,64,78,77,49,62,79,48,76,65
0,30,64,63,49,78,77,50,65,79,62,48
0,31,64,63,49,78,77,62,65,50,79,48
0,32,63,77,64,78,62,49,48,76,79,93
0,33,63,77,62,78,76,48,64,92,93,61
0,34,77,62,63,76,78,92,48,93,61,64
0,35,62,77,63,76,78,92,61,48,75,91
0,36,62,77,76,63,61,78,92,75,48,91
0,37,62,77,76,63,61,92,75,78,91,48
0,38,62,77,76,63,61,92,75,78,91,48
0,39,62,77,76,63,61,92,75,78,91,48
0,40,62,77,76,63,61,92,75,78,91,48
0,41,62,77,76,63,61,92,78,48,75,91
0,42,62,63,77,76,48,78,61,92,64,49
0,43,63,49,64,62,48,77,78,50,76,65
0,44,49,64,63,50,48,36,62,37,65,77
0,45,49,64,63,50,48,65,62,77,78,36
0,46,63,49,64,48,62,77,78,50,76,65
0,47,63,77,64,62,49,78,48,76,79,50
0,48,63,64,77,62,49,78,48,76,50,65
0,49,63,64,77,62,78,49,76,48,79,50
0,50,63,77,62,64,78,76,49,48,92,79
0,51,63,77,62,78,76,64,49,92,48,93
0,52,77,63,78,62,76,64,92,93,91,79
0,53,77,63,78,76,62,92,93,64,91,79
0,54,77,78,63,76,62,92,93,64,91,79
0,55,77,63,78,76,62,92,93,64,91,48
1,0,78,77,64,79,92,65,93,76,63,91
1,1,77,78,63,64,76,92,79,65,62,93
1,2,77,92,76,93,78,91,63,62,75,107
1,3,92,91,76,107,77,93,106,108,75,105
1,4,92,91,76,107,77,108,93,106,75,105
1,5,92,91,76,107,93,77,108,106,75,105
1,6,92,91,76,93,77,107,108,106,109,75
1,7,92,91,93,77,76,107,108,106,78,75
1,8,92,77,76,93,91,78,107,108,106,75
1,9,77,92,76,93,91,78,63,107,62,108
1,10,77,92,76,93,78,63,91,62,94,108
1,11,77,93,76,92,78,63,62,91,94,108
1,12,77,76,93,92,78,62,63,91,94,108
1,13,77,76,92,93,78,62,63,91,94,108
1,14,77,76,93,92,78,62,63,91,94,108
1,15,77,76,92,93,78,62,91,63,108,94
1,16,77,92,76,93,78,91,62,108,63,107
1,17,77,93,78,92,76,63,91,62,94,64
1,18,78,77,93,79,64,63,92,76,94,65
1,19,78,79,64,77,63,93,65,92,94,80
1,20,63,78,64,77,79,62,93,76,65,49
1,21,63,78,77,64,62,79,48,49,76,93
1,22,63,78,77,62,64,48,76,49,93,79
1,23,63,62,77,78,64,48,76,49,93,79
1,24,63,62,77,78,76,48,64,93,92,49
1,25,77,62,63,76,78,92,93,61,48,75
1,26,77,62,76,63,78,92,93,61,75,91
1,27,77,62,63,76,78,92,93,61,48,75
1,28,63,77,62,78,64,76,49,48,92,79
1,29,63,64,49,77,78,62,65,50,48,76
1,30,64,63,49,50,65,77,78,62,48,79
1,31,63,64,49,77,78,62,50,48,65,79
1,32,63,62,77,64,78,49,48,76,79,61
1,33,63,77,62,78,76,64,48,92,93,61
1,34,62,63,77,76,78,48,64,61,92,75
1,35,62,77,63,76,78,61,92,75,48,91
1,36,62,77,76,63,61,78,75,92,48,91
1,37,62,77,76,63,61,78,75,92,91,48
1,38,62,77,76,63,61,75,78,92,91,48
1,39,62,77,76,63,78,61,92,75,91,48
1,40,62,77,76,63,61,92,78,75,91,48
1,41,77,62,76,63,92,61,78,91,75,93
1,42,62,77,63,76,78,92,48,61,93,75
1,43,63,49,62,48,64,77,78,76,50,36
1,44,49,63,64,48,50,62,36,77,37,65
1,45,49,63,64,48,50,62,77,78,65,36
1,46,63,64,62,49,77,48,78,76,50,79
1,47,63,77,62,76,78,64,48,49,92,61
1,48,63,77,62,64,76,78,49,48,92,61
1,49,63,77,62,64,76,78,49,48,92,61
1,50,63,77,62,76,78,64,49,92,48,93
1,51,77,63,76,62,78,64,92,91,93,75
1,52,77,76,63,78,62,92,93,91,64,75
1,53,77,76,78,63,92,62,93,91,64,75
1,54,77,76,78,63,92,62,93,91,64,75
1,55,77,78,63,76,62,92,93,64,91,79
2,0,78,77,79,93,92,64,65,76,63,80
2,1,77,78,92,76,64,79,63,93,91,65
2,2,77,92,76,93,78,91,63,62,94,108
2,3,92,91,76,107,106,77,93,108,75,105
2,4,92,91,76,107,108,93,106,77,105,75
2,5,92,91,76,93,107,108,77,106,75,105
2,6,92,91,93,77,76,107,108,106,78,109
2,7,92,93,77,91,76,78,107,94,108,106
2,8,92,77,93,78,91,76,94,107,108,106
2,9,77,92,93,78,76,91,94,63,107,79
2,10,77,93,92,78,76,63,91,62,94,79
2,11,77,93,78,76,92,63,62,91,94,108
2,12,77,93,76,78,92,62,63,91,94,108
2,13,77,93,78,76,92,63,62,94,91,108
2,14,77,93,78,92,76,63,62,94,91,108
2,15,77,92,76,93,78,91,62,63,108,94
2,16,77,92,76,93,91,78,62,108,63,107
2,17,77,92,78,93,76,63,91,62,94,64
2,18,78,77,93,79,64,63,92,76,94,65
2,19,78,77,64,79,63,93,65,92,76,94
2,20,63,78,77,64,62,79,76,93,92,49
2,21,63,77,78,62,64,76,48,93,92,79
2,22,63,77,62,78,76,48,93,64,92,61
2,23,62,77,63,78,76,48,93,92,64,61
2,24,77,62,63,76,78,93,92,48,61,64
2,25,77,62,76,63,78,92,93,61,91,75
2,26,77,62,76,63,78,92,93,61,75,91
2,27,77,63,62,76,78,64,92,48,93,61
2,28,63,77,64,78,62,76,49,48,79,92
2,29,64,63,49,77,65,50,78,62,48,76
2,30,64,63,49,50,65,62,77,48,78,79
